Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS,,,,,,,,,,,,,,
920,5208007107,Hovey64,343,138,G Hideki Matsuyama G Alex Fitzpatrick G Michael Brennan G Brooks Koepka G Michael Kim G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
920,5209750791,SCOJO41,342,138,G Hideki Matsuyama G Tom Kim G Ben Griffin G Christiaan Bezuidenhout G Bud Cauley G Michael Kim,,,,,,,,,,,,,,,,,,,
920,5209198655,chaelbarber1,341,138,G Cameron Young G Justin Thomas G Jordan Spieth G Christiaan Bezuidenhout G Michael Kim G Sahith Theegala,,,,,,,,,,,,,,,,,,,
920,5209630975,ahp2jr,340,138,G Hideki Matsuyama G Alex Fitzpatrick G Michael Brennan G Blades Brown G Ben Kohles G Bud Cauley,,,,,,,,,,,,,,,,,,,
920,5207405328,acohenucf,339,138,G Cameron Young G Tom Kim G Ben Griffin G Ryo Hisatsune G Billy Horschel G Matthew McCarty,,,,,,,,,,,,,,,,,,,
920,5208784492,sagemgd,339,138,G Cameron Young G Ben Griffin G Mac Meissner G Ben Kohles G Jordan L. Smith G Lee Hodges,,,,,,,,,,,,,,,,,,,
920,5209574426,Jyoung3,338,138,G Justin Thomas G Aaron Rai G Mac Meissner G Doug Ghim G Blades Brown G Sungjae Im,,,,,,,,,,,,,,,,,,,
920,5208667329,grej26,337,138,G Hideki Matsuyama G Justin Thomas G Ben Griffin G J.T. Poston G Bud Cauley G Matthew McCarty,,,,,,,,,,,,,,,,,,,
920,5209773803,wave5baller,336,138,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Mac Meissner G Sungjae Im G Luke Clanton,,,,,,,,,,,,,,,,,,,
920,5208946612,huckitchuckitfootbal,334,138,G Cameron Young G Michael Brennan G Davis Thompson G Blades Brown G Ben Kohles G Kris Ventura,,,,,,,,,,,,,,,,,,,
920,5209866732,cavenastyy,333,138,G Cameron Young G Justin Thomas G Alex Fitzpatrick G Ben Kohles G Jackson Suber G A.J. Ewart,,,,,,,,,,,,,,,,,,,
920,5207618980,ttollette15,331,138,G Justin Thomas G Tom Kim G Ben Griffin G Sungjae Im G J.T. Poston G Ricky Castillo,,,,,,,,,,,,,,,,,,,
920,5207661102,scomil,331,138,G Ben Griffin G Keegan Bradley G Brooks Koepka G Davis Thompson G Sungjae Im G J.T. Poston,,,,,,,,,,,,,,,,,,,
920,5209513250,zarne,330,138,G Cameron Young G Tom Kim G Aaron Rai G Sungjae Im G Matthew McCarty G William Mouw,,,,,,,,,,,,,,,,,,,
920,5207366893,Beave0424,324,138,G Cameron Young G Justin Thomas G Sungjae Im G Ben Kohles G J.T. Poston G Bud Cauley,,,,,,,,,,,,,,,,,,,
920,5207370329,charloots,324,138,G Tom Kim G Keegan Bradley G Aaron Rai G Mac Meissner G Jordan L. Smith G J.T. Poston,,,,,,,,,,,,,,,,,,,
920,5209452144,xpokerplaya7,324,138,G Cameron Young G Justin Thomas G Sungjae Im G Ben Kohles G J.T. Poston G Bud Cauley,,,,,,,,,,,,,,,,,,,
945,5208292760,pscapy,350,137.5,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Christiaan Bezuidenhout G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
945,5209303729,TwineTickler,350,137.5,G Tom Kim G Ben Griffin G Mac Meissner G Blades Brown G Ben Kohles G Benjamin James,,,,,,,,,,,,,,,,,,,
945,5207227361,1bobbythebull,349,137.5,G Hideki Matsuyama G Tom Kim G Keegan Bradley G Chris Kirk G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
945,5209426604,Kabino,349,137.5,G Ryan Gerard G Tom Kim G Davis Thompson G Brian Harman G Michael Kim G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
945,5207272642,garvingann,346,137.5,G Hideki Matsuyama G Tom Kim G Michael Brennan G Ben Kohles G Ryo Hisatsune G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
945,5207496291,codymcelveen,345,137.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Blades Brown G Ben Kohles G Chris Kirk,,,,,,,,,,,,,,,,,,,
945,5207987326,smeherinsunset,345,137.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Blades Brown G Ben Kohles G Chris Kirk,,,,,,,,,,,,,,,,,,,
945,5208817366,Artrell59,345,137.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Blades Brown G Ben Kohles G Chris Kirk,,,,,,,,,,,,,,,,,,,
945,5208496948,jumpman2319,344,137.5,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Mac Meissner G Emiliano Grillo G Zac Blair,,,,,,,,,,,,,,,,,,,
945,5209393857,KyleKadlub,344,137.5,G Ryan Gerard G Ben Griffin G Maverick McNealy G Ben Kohles G Alex Smalley G Denny McCarthy,,,,,,,,,,,,,,,,,,,
945,5207780905,bobmartin,343,137.5,G Cameron Young G Hideki Matsuyama G Davis Thompson G Emiliano Grillo G Nick Taylor G Ricky Castillo,,,,,,,,,,,,,,,,,,,
945,5209466465,vincegotrobbed,342,137.5,G Cameron Young G Hideki Matsuyama G Jordan Spieth G Sungjae Im G Sahith Theegala G Tony Finau,,,,,,,,,,,,,,,,,,,
945,5209544155,24-Seven,341,137.5,G Ryan Gerard G Ben Griffin G Harris English G Mac Meissner G Doug Ghim G Bud Cauley,,,,,,,,,,,,,,,,,,,
945,5209238391,jsummit94,340,137.5,G Cameron Young G Ben Griffin G Alex Fitzpatrick G Mac Meissner G Benjamin James G Gordon Sargent,,,,,,,,,,,,,,,,,,,
945,5208698488,lkdot,339,137.5,G Hideki Matsuyama G Aaron Rai G Davis Thompson G Jordan Spieth G Sungjae Im G Rasmus Højgaard,,,,,,,,,,,,,,,,,,,
945,5208735666,EggmansFinest,338,137.5,G Hideki Matsuyama G Tom Kim G Aaron Rai G Davis Thompson G Matt Wallace G Chandler Phillips,,,,,,,,,,,,,,,,,,,
945,5208252431,6picks,336,137.5,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Sungjae Im G Ben Kohles G Ricky Castillo,,,,,,,,,,,,,,,,,,,
945,5209735690,DuckHarborWarrior,333,137.5,G Hideki Matsuyama G Tom Kim G Mac Meissner G Sungjae Im G Rasmus Højgaard G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
945,5208403343,iverson3pts,332,137.5,G Cameron Young G Tom Kim G Mac Meissner G Ben Kohles G Emiliano Grillo G Zac Blair,,,,,,,,,,,,,,,,,,,
945,5209616501,Groggygrogg,332,137.5,G Cameron Young G Tom Kim G Alex Fitzpatrick G Ben Kohles G Christiaan Bezuidenhout G Joel Dahmen,,,,,,,,,,,,,,,,,,,
945,5209460524,humanzee99,331,137.5,G Cameron Young G Tom Kim G Mac Meissner G Alex Smalley G Bud Cauley G Zac Blair,,,,,,,,,,,,,,,,,,,
945,5209841804,Mdag8123,330,137.5,G Hideki Matsuyama G Tom Kim G Aaron Rai G Sungjae Im G Ben Kohles G Tony Finau,,,,,,,,,,,,,,,,,,,
945,5209825364,Bengals9285,329,137.5,G Cameron Young G Keegan Bradley G Alex Fitzpatrick G Jordan L. Smith G Michael Kim G Zac Blair,,,,,,,,,,,,,,,,,,,
945,5209105511,charlie2850,324,137.5,G Tom Kim G Aaron Rai G Alex Fitzpatrick G Mac Meissner G Sungjae Im G J.T. Poston,,,,,,,,,,,,,,,,,,,
969,5209824444,epadol,346,137,G Cameron Young G Davis Thompson G Mac Meissner G Doug Ghim G Blades Brown G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
969,5207231400,Broncosity,344,137,G Ben Griffin G Alex Fitzpatrick G Davis Thompson G Mac Meissner G Jordan Spieth G Alex Smalley,,,,,,,,,,,,,,,,,,,
969,5207256587,jstratford83,344,137,G Hideki Matsuyama G Tom Kim G Alex Fitzpatrick G Brian Harman G Ryo Hisatsune G Billy Horschel,,,,,,,,,,,,,,,,,,,
969,5208183899,bmiller121901,340,137,G Jackson Koivun G Tom Kim G Davis Thompson G Blades Brown G Ben Kohles G Kris Ventura,,,,,,,,,,,,,,,,,,,
969,5209148740,griffin6687,340,137,G Jackson Koivun G Tom Kim G Davis Thompson G Blades Brown G Ben Kohles G Kris Ventura,,,,,,,,,,,,,,,,,,,
969,5209413511,blade,340,137,G Jackson Koivun G Tom Kim G Alex Fitzpatrick G Keith Mitchell G Jason Day G Matthew McCarty,,,,,,,,,,,,,,,,,,,
969,5209788018,gwashko1,340,137,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Jordan L. Smith G Kevin Yu,,,,,,,,,,,,,,,,,,,
969,5209676177,Keystonelane,338,137,G Tom Kim G Alex Fitzpatrick G Brooks Koepka G Keith Mitchell G Blades Brown G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
969,5208704455,Doc_Holliday,337,137,G Justin Thomas G Ryan Gerard G Davis Thompson G Ben Kohles G Alex Smalley G J.T. Poston,,,,,,,,,,,,,,,,,,,
969,5209306249,JohnComan3,337,137,G Ryan Gerard G Ben Griffin G Alex Fitzpatrick G Sungjae Im G Bud Cauley G Ricky Castillo,,,,,,,,,,,,,,,,,,,
969,5208585427,zacharypage62,336,137,G Ben Griffin G Aaron Rai G Davis Thompson G Mac Meissner G Chris Kirk G Billy Horschel,,,,,,,,,,,,,,,,,,,
969,5209145433,hanselmalr,334,137,G Justin Thomas G Alex Fitzpatrick G Davis Thompson G Harris English G Mac Meissner G Zachary Bauchou,,,,,,,,,,,,,,,,,,,
981,5209389315,billthouse,359,136.5,G Jackson Koivun G Tom Kim G Ben Griffin G Ryo Hisatsune G Sahith Theegala G Lee Hodges,,,,,,,,,,,,,,,,,,,
981,5207196116,SMP1234,352,136.5,G Hideki Matsuyama G Ryan Gerard G Ben Griffin G Bud Cauley G Benjamin James G Rasmus Neergaard-Petersen,,,,,,,,,,,,,,,,,,,
981,5209833548,TheFanhood,349,136.5,G Hideki Matsuyama G Ryan Gerard G Ben Griffin G Davis Thompson G Matthew McCarty G Lucas Glover,,,,,,,,,,,,,,,,,,,
981,5208752802,melmorario,344,136.5,G Jackson Koivun G Ryan Gerard G Tom Kim G Eric Cole G Austin Eckroat G Tom Hoge,,,,,,,,,,,,,,,,,,,
981,5209613239,lklk88088,343,136.5,G Ryan Gerard G Ben Griffin G Alex Fitzpatrick G Brian Harman G Jordan L. Smith G Matthew McCarty,,,,,,,,,,,,,,,,,,,
981,5209210936,Twaco10,342,136.5,G Jackson Koivun G Tom Kim G Ben Griffin G Ben Kohles G Nicolas Echavarria G Matti Schmid,,,,,,,,,,,,,,,,,,,
981,5208979370,TBelongia,340,136.5,G Hideki Matsuyama G Justin Thomas G Tom Kim G Blades Brown G Sungjae Im G Davis Chatfield,,,,,,,,,,,,,,,,,,,
981,5209299250,jtkeefer,340,136.5,G Hideki Matsuyama G Keegan Bradley G Davis Thompson G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
981,5208908617,cheesyleaf89,336,136.5,G Ryan Gerard G Maverick McNealy G Keegan Bradley G Brian Harman G Jordan L. Smith G Billy Horschel,,,,,,,,,,,,,,,,,,,
981,5209600129,hookemheels22,336,136.5,G Jackson Koivun G Hideki Matsuyama G Tom Kim G Ben Kohles G Zac Blair G Davis Chatfield,,,,,,,,,,,,,,,,,,,
981,5209716586,kozakja,336,136.5,G Jackson Koivun G Hideki Matsuyama G Tom Kim G Ben Kohles G Zac Blair G Davis Chatfield,,,,,,,,,,,,,,,,,,,
981,5209161613,Moondance0,335,136.5,G Cameron Young G Hideki Matsuyama G Alex Fitzpatrick G Michael Kim G Jackson Suber G Matthew McCarty,,,,,,,,,,,,,,,,,,,
981,5208171934,klf7ytown,334,136.5,G Hideki Matsuyama G Maverick McNealy G Keegan Bradley G Keith Mitchell G Bud Cauley G Tony Finau,,,,,,,,,,,,,,,,,,,
981,5208936816,Bigtimecrew,334,136.5,G Ryan Gerard G Alex Fitzpatrick G Harris English G Mac Meissner G Keith Mitchell G Jordan L. Smith,,,,,,,,,,,,,,,,,,,
981,5208951216,IDIZWUDIDIZ,334,136.5,G Aaron Rai G Alex Fitzpatrick G Davis Thompson G Mac Meissner G Blades Brown G Ben Kohles,,,,,,,,,,,,,,,,,,,
981,5207432278,InSearchofaWin,331,136.5,G Cameron Young G Ben Griffin G Davis Thompson G Sungjae Im G J.T. Poston G Kris Ventura,,,,,,,,,,,,,,,,,,,
981,5208657494,SweetAction25,330,136.5,G Tom Kim G Brooks Koepka G Mac Meissner G Alex Noren G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
981,5209290761,themtm,330,136.5,G Tom Kim G Keegan Bradley G Aaron Rai G Michael Brennan G Ben Kohles G William Mouw,,,,,,,,,,,,,,,,,,,
999,5209051957,Grunt21,354,136,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Sahith Theegala G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
999,5207283604,greggchalk,353,136,G Cameron Young G Hideki Matsuyama G Blades Brown G Alex Smalley G Bud Cauley G Sahith Theegala,,,,,,,,,,,,,,,,,,,
999,5208488898,Brue1979,353,136,G Cameron Young G Hideki Matsuyama G Blades Brown G Alex Smalley G Bud Cauley G Sahith Theegala,,,,,,,,,,,,,,,,,,,
999,5209555890,Teeroy22,351,136,G Cameron Young G Hideki Matsuyama G Keith Mitchell G Benjamin James G Ryo Hisatsune G Jackson Suber,,,,,,,,,,,,,,,,,,,
999,5209606062,gatbraykel,349,136,G Hideki Matsuyama G Justin Thomas G Keith Mitchell G Alex Smalley G Jordan L. Smith G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
999,5207387255,cravenmorehead,347,136,G Jackson Koivun G Tom Kim G Davis Thompson G Blades Brown G Alex Smalley G Matthew McCarty,,,,,,,,,,,,,,,,,,,
999,5208509527,BrandonSaunders,347,136,G Jackson Koivun G Hideki Matsuyama G Davis Thompson G Brian Harman G Nicolas Echavarria G Matti Schmid,,,,,,,,,,,,,,,,,,,
999,5208797123,mahaa507,346,136,G Hideki Matsuyama G Justin Thomas G Doug Ghim G Sungjae Im G Matt Wallace G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
999,5209556710,joeofwoe44,343,136,G Cameron Young G Hideki Matsuyama G Tom Kim G Michael Kim G Emiliano Grillo G Davis Chatfield,,,,,,,,,,,,,,,,,,,
999,5208532170,lukediehl,342,136,G Cameron Young G Ryan Gerard G Keith Mitchell G Sungjae Im G Eric Cole G Kevin Yu,,,,,,,,,,,,,,,,,,,
999,5209059763,Jcellwood,342,136,G Hideki Matsuyama G Ben Griffin G Michael Brennan G Ben Kohles G Bud Cauley G Michael Kim,,,,,,,,,,,,,,,,,,,
999,5207847792,Bonuscash,341,136,G Ben Griffin G Alex Fitzpatrick G Davis Thompson G Mac Meissner G Blades Brown G Ben Kohles,,,,,,,,,,,,,,,,,,,
999,5207406870,dirkhnz,340,136,G Hideki Matsuyama G Aaron Rai G Davis Thompson G Mac Meissner G Blades Brown G Billy Horschel,,,,,,,,,,,,,,,,,,,
999,5209398529,Beirnej1,340,136,G Hideki Matsuyama G Alex Fitzpatrick G Davis Thompson G Mac Meissner G Blades Brown G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
999,5208477584,mudflapper,339,136,G Tom Kim G Ben Griffin G Mac Meissner G Ben Kohles G Christiaan Bezuidenhout G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
999,5208941996,ziggybud,339,136,G Justin Thomas G Ben Griffin G Davis Thompson G Mac Meissner G Sungjae Im G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
999,5208371017,ad166809,338,136,G Ryan Gerard G Tom Kim G Aaron Rai G Mac Meissner G Eric Cole G Kevin Yu,,,,,,,,,,,,,,,,,,,
999,5209507372,kkuuyyaa,338,136,G Cameron Young G Hideki Matsuyama G Justin Thomas G Emiliano Grillo G Ricky Castillo G Davis Chatfield,,,,,,,,,,,,,,,,,,,
999,5209789296,Alex20001,338,136,G Cameron Young G Hideki Matsuyama G Keith Mitchell G Matt Wallace G Christiaan Bezuidenhout G Denny McCarthy,,,,,,,,,,,,,,,,,,,
999,5209174262,eckenrode10,337,136,G Hideki Matsuyama G Ben Griffin G Alex Fitzpatrick G Mac Meissner G Christiaan Bezuidenhout G Matthew McCarty,,,,,,,,,,,,,,,,,,,
999,5208765381,howdogg,335,136,G Ryan Gerard G Michael Brennan G Davis Thompson G Mac Meissner G Ben Kohles G Chris Kirk,,,,,,,,,,,,,,,,,,,
999,5209837373,gheineman,334,136,G Cameron Young G Alex Fitzpatrick G Mac Meissner G Blades Brown G Ben Kohles G Denny McCarthy,,,,,,,,,,,,,,,,,,,
999,5209287274,DCG60,332,136,G Cameron Young G Justin Thomas G Sungjae Im G Ben Kohles G Christiaan Bezuidenhout G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
999,5207778005,mjgpkg86,330,136,G Ryan Gerard G Maverick McNealy G Alex Fitzpatrick G Mac Meissner G Christiaan Bezuidenhout G Bud Cauley,,,,,,,,,,,,,,,,,,,
999,5208342330,JJcrzy8,330,136,G Cameron Young G Justin Thomas G Aaron Rai G Jordan L. Smith G Harry Hall G Matthew McCarty,,,,,,,,,,,,,,,,,,,
1024,5207681974,joker22,353,135.5,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Benjamin James G Ryo Hisatsune G Zac Blair,,,,,,,,,,,,,,,,,,,
1024,5207183121,jslade731,349,135.5,G Jackson Koivun G Tom Kim G Mac Meissner G Blades Brown G Bud Cauley G Benjamin James,,,,,,,,,,,,,,,,,,,
1024,5209470254,VanV,348,135.5,G Cameron Young G Maverick McNealy G Jordan Spieth G Keith Mitchell G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1024,5208268428,honestabe00,344,135.5,G Hideki Matsuyama G Ryan Gerard G Maverick McNealy G J.T. Poston G Eric Cole G Denny McCarthy,,,,,,,,,,,,,,,,,,,
1024,5209489021,Promefa,343,135.5,G Justin Thomas G Keegan Bradley G Brooks Koepka G Blades Brown G Ben Kohles G Benjamin James,,,,,,,,,,,,,,,,,,,
1024,5207446356,rpmforego,342,135.5,G Hideki Matsuyama G Tom Kim G Brian Harman G Jordan Spieth G Sungjae Im G Bud Cauley,,,,,,,,,,,,,,,,,,,
1024,5207312798,kalan61,341,135.5,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Harris English G Michael Kim G Kevin Yu,,,,,,,,,,,,,,,,,,,
1024,5208307715,murrayhutch243,341,135.5,G Justin Thomas G Ryan Gerard G Davis Thompson G Alex Noren G Chris Kirk G Billy Horschel,,,,,,,,,,,,,,,,,,,
1024,5209658891,SMGIANTS,341,135.5,G Ben Griffin G Alex Fitzpatrick G Davis Thompson G Mac Meissner G Blades Brown G Sungjae Im,,,,,,,,,,,,,,,,,,,
1024,5207195725,jeremykelly,339,135.5,G Jackson Koivun G Maverick McNealy G Alex Fitzpatrick G Keith Mitchell G Michael Kim G Matthew McCarty,,,,,,,,,,,,,,,,,,,
1024,5207821131,barf1983,338,135.5,G Hideki Matsuyama G Justin Thomas G Alex Fitzpatrick G Christiaan Bezuidenhout G Bud Cauley G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1024,5209572904,jgire,338,135.5,G Hideki Matsuyama G Tom Kim G Keegan Bradley G Jordan L. Smith G Ryo Hisatsune G Kevin Roy,,,,,,,,,,,,,,,,,,,
1024,5207680561,stevefranzen,337,135.5,G Ryan Gerard G Ben Griffin G Alex Fitzpatrick G Mac Meissner G Ben Kohles G Billy Horschel,,,,,,,,,,,,,,,,,,,
1024,5208714131,BBWC_10,337,135.5,G Ryan Gerard G Ben Griffin G Davis Thompson G Mac Meissner G Ben Kohles G Zac Blair,,,,,,,,,,,,,,,,,,,
1024,5209135034,spete000,337,135.5,G Maverick McNealy G Michael Brennan G Davis Thompson G Harris English G Jordan Spieth G Alex Smalley,,,,,,,,,,,,,,,,,,,
1024,5208137133,rexdolphin10,336,135.5,G Cameron Young G Ben Griffin G Michael Brennan G Jordan L. Smith G Michael Kim G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1024,5209763715,snajuice,336,135.5,G Cameron Young G Hideki Matsuyama G Justin Thomas G Sahith Theegala G Sam Stevens G David Lipsky,,,,,,,,,,,,,,,,,,,
1024,5208025431,Sonofafitch,335,135.5,G Cameron Young G Tom Kim G Davis Thompson G J.T. Poston G Michael Kim G Lucas Glover,,,,,,,,,,,,,,,,,,,
1024,5208938238,daleshupe,334,135.5,G Jackson Koivun G Tom Kim G Alex Fitzpatrick G Ben Kohles G Zac Blair G Mackenzie Hughes,,,,,,,,,,,,,,,,,,,
1024,5209666733,mm12345,334,135.5,G Cameron Young G Keegan Bradley G Brian Harman G Doug Ghim G Sungjae Im G Brian Campbell,,,,,,,,,,,,,,,,,,,
1024,5209736865,Mik145,334,135.5,G Tom Kim G Aaron Rai G Alex Fitzpatrick G Mac Meissner G Blades Brown G Billy Horschel,,,,,,,,,,,,,,,,,,,
1024,5208590713,rndowney,330,135.5,G Cameron Young G Justin Thomas G Jordan Spieth G Ben Kohles G Bud Cauley G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1024,5209458733,ams580,330,135.5,G Hideki Matsuyama G Aaron Rai G Davis Thompson G Mac Meissner G J.T. Poston G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1024,5208616002,puetzie,328,135.5,G Cameron Young G Aaron Rai G Davis Thompson G Matt Wallace G Christiaan Bezuidenhout G Bud Cauley,,,,,,,,,,,,,,,,,,,
1048,5209485285,rrupple,352,135,G Cameron Young G Hideki Matsuyama G Doug Ghim G Blades Brown G Emiliano Grillo G Jackson Suber,,,,,,,,,,,,,,,,,,,
1048,5209411540,djm5477,349,135,G Cameron Young G Tom Kim G Ben Griffin G Ryo Hisatsune G Sahith Theegala G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1048,5209611741,jespergig,347,135,G Cameron Young G Ryan Gerard G Doug Ghim G Ben Kohles G Chris Kirk G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1048,5209356851,walkdaddy8,346,135,G Hideki Matsuyama G Ben Griffin G Aaron Rai G Mac Meissner G Benjamin James G Kris Ventura,,,,,,,,,,,,,,,,,,,
1048,5209753920,powersurge5963,346,135,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Blades Brown G J.T. Poston G Denny McCarthy,,,,,,,,,,,,,,,,,,,
1048,5208649943,Redwings323,344,135,G Jackson Koivun G Tom Kim G Doug Ghim G Blades Brown G Sungjae Im G Rasmus Neergaard-Petersen,,,,,,,,,,,,,,,,,,,
1048,5209466680,throemudd,344,135,G Justin Thomas G Brooks Koepka G Davis Thompson G Jordan Spieth G Keith Mitchell G Blades Brown,,,,,,,,,,,,,,,,,,,
1048,5209816627,joshuabaird,344,135,G Hideki Matsuyama G Aaron Rai G Doug Ghim G Blades Brown G Ben Kohles G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
1048,5209086951,Arietes,343,135,G Cameron Young G Justin Thomas G Mac Meissner G Blades Brown G Benjamin James G Matthew McCarty,,,,,,,,,,,,,,,,,,,
1048,5209786818,TUNAJMK,343,135,G Hideki Matsuyama G Justin Thomas G Alex Fitzpatrick G Ben Kohles G Chris Kirk G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1048,5209572262,lazygrandeur,341,135,G Tom Kim G Ben Griffin G Alex Fitzpatrick G Mac Meissner G Blades Brown G Billy Horschel,,,,,,,,,,,,,,,,,,,
1048,5207927084,dukejsh1,340,135,G Hideki Matsuyama G Aaron Rai G Davis Thompson G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
1048,5207642829,nickpossum,339,135,G Ben Griffin G Maverick McNealy G Alex Fitzpatrick G Brooks Koepka G Eric Cole G Zac Blair,,,,,,,,,,,,,,,,,,,
1048,5208683627,alexanderwiegand,337,135,G Jackson Koivun G Tom Kim G Ben Griffin G Ben Kohles G Ricky Castillo G John Parry,,,,,,,,,,,,,,,,,,,
1048,5207311676,LopesSWAGS,336,135,G Jackson Koivun G Ryan Gerard G Davis Thompson G Christiaan Bezuidenhout G Bud Cauley G Zac Blair,,,,,,,,,,,,,,,,,,,
1048,5208933349,nparker24,336,135,G Justin Thomas G Tom Kim G Ben Griffin G Ben Kohles G Chris Kirk G Jackson Suber,,,,,,,,,,,,,,,,,,,
1048,5208775787,Lamkin91,335,135,G Hideki Matsuyama G Aaron Rai G Davis Thompson G Mac Meissner G Ben Kohles G Chris Kirk,,,,,,,,,,,,,,,,,,,
1048,5207887273,JD850,334,135,G Cameron Young G Aaron Rai G Davis Thompson G Blades Brown G J.T. Poston G Denny McCarthy,,,,,,,,,,,,,,,,,,,
1048,5209627418,totoroll33,334,135,G Cameron Young G Tom Kim G Davis Thompson G Blades Brown G Zac Blair G Luke Clanton,,,,,,,,,,,,,,,,,,,
1048,5208955274,DingersForDaddy16,333,135,G Cameron Young G Tom Kim G Davis Thompson G Matt Wallace G Chris Kirk G Austin Eckroat,,,,,,,,,,,,,,,,,,,
1048,5207753228,jtgus,331,135,G Cameron Young G Tom Kim G Aaron Rai G Alex Fitzpatrick G Karl Vilips G Gordon Sargent,,,,,,,,,,,,,,,,,,,
1048,5209015869,Nelly33,331,135,G Cameron Young G Ben Griffin G Aaron Rai G J.T. Poston G Denny McCarthy G Matthew McCarty,,,,,,,,,,,,,,,,,,,
1048,5208409321,brewski8665,330,135,G Jackson Koivun G Alex Fitzpatrick G Michael Brennan G Ben Kohles G J.T. Poston G Bud Cauley,,,,,,,,,,,,,,,,,,,
1048,5208819701,NYGFan56,324,135,G Cameron Young G Davis Thompson G Harris English G Sungjae Im G Ben Kohles G J.T. Poston,,,,,,,,,,,,,,,,,,,
1072,5208345840,pittsburghpaymentpln,351,134.5,G Hideki Matsuyama G Justin Thomas G Aaron Rai G Matt Wallace G Benjamin James G Eric Cole,,,,,,,,,,,,,,,,,,,
1072,5207441570,autigers007,348,134.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Blades Brown G Ben Kohles G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1072,5208978793,dylanstrick22,348,134.5,G Cameron Young G Tom Kim G Blades Brown G Sungjae Im G Benjamin James G Michael Kim,,,,,,,,,,,,,,,,,,,
1072,5208507302,eastone101,346,134.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Brian Harman G Chris Kirk G Michael Kim,,,,,,,,,,,,,,,,,,,
1072,5208296293,BGerbs,345,134.5,G Hideki Matsuyama G Ben Griffin G Aaron Rai G Davis Thompson G Ryo Hisatsune G Matthew McCarty,,,,,,,,,,,,,,,,,,,
1072,5209357714,ZEUSMAN1711,345,134.5,G Cameron Young G Jackson Koivun G Brooks Koepka G Zachary Bauchou G Nicolas Echavarria G Beau Hossler,,,,,,,,,,,,,,,,,,,
