Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS,,,,,,,,,,,,,,
2593,5207541110,TheJinx86,345,102,G Hideki Matsuyama G Tom Kim G Mac Meissner G Blades Brown G Chris Kirk G Luke Clanton,,,,,,,,,,,,,,,,,,,
2593,5209535978,etramm,345,102,G Jackson Koivun G Tom Kim G Blades Brown G Ben Kohles G Christiaan Bezuidenhout G Stephan Jaeger,,,,,,,,,,,,,,,,,,,
2593,5209865703,JLNYR7,345,102,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Michael Kim G Kris Ventura,,,,,,,,,,,,,,,,,,,
2593,5207320889,KMarin13,344,102,G Jackson Koivun G Tom Kim G Keegan Bradley G Michael Brennan G Davis Riley G Joel Dahmen,,,,,,,,,,,,,,,,,,,
2593,5207930197,kmeezy,344,102,G Jackson Koivun G Ryan Gerard G Davis Thompson G Christiaan Bezuidenhout G J.T. Poston G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2593,5209821029,mmclau11,344,102,G Hideki Matsuyama G Justin Thomas G Brooks Koepka G Jordan Spieth G Ryo Hisatsune G Tony Finau,,,,,,,,,,,,,,,,,,,
2593,5209110467,natepupp7,343,102,G Jackson Koivun G Tom Kim G Mac Meissner G Sungjae Im G Ryo Hisatsune G Nick Taylor,,,,,,,,,,,,,,,,,,,
2593,5209558279,esgolf,343,102,G Jackson Koivun G Ryan Gerard G Mac Meissner G Sungjae Im G Alex Smalley G Jackson Suber,,,,,,,,,,,,,,,,,,,
2593,5209692312,jdwdj2020,343,102,G Hideki Matsuyama G Aaron Rai G Harris English G Jordan Spieth G Sungjae Im G Alex Smalley,,,,,,,,,,,,,,,,,,,
2593,5208297105,bunit1388,342,102,G Hideki Matsuyama G Tom Kim G Keegan Bradley G J.T. Poston G Sepp Straka G Nick Taylor,,,,,,,,,,,,,,,,,,,
2593,5209715639,kriznastee,340,102,G Jackson Koivun G Tom Kim G Brian Harman G Sungjae Im G Matt Wallace G Kevin Roy,,,,,,,,,,,,,,,,,,,
2593,5208636877,scottatx,339,102,G Cameron Young G Hideki Matsuyama G Ben Kohles G Matt Wallace G Michael Kim G Kevin Roy,,,,,,,,,,,,,,,,,,,
2593,5209418142,marwalk82,338,102,G Cameron Young G Hideki Matsuyama G Mac Meissner G Christiaan Bezuidenhout G Ryo Hisatsune G Zac Blair,,,,,,,,,,,,,,,,,,,
2593,5208144560,bobbywack,337,102,G Cameron Young G Ryan Gerard G Brooks Koepka G Sepp Straka G Jackson Suber G Ricky Castillo,,,,,,,,,,,,,,,,,,,
2593,5207399330,jmp474,335,102,G Cameron Young G Jackson Koivun G Ben Kohles G Chris Kirk G Jackson Suber G Zac Blair,,,,,,,,,,,,,,,,,,,
2593,5209675567,vernomagic,332,102,G Cameron Young G Aaron Rai G Sungjae Im G Ben Kohles G J.T. Poston G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2620,5209808423,cowboydoc,356,101.5,G Jackson Koivun G Ryan Gerard G Ben Griffin G Chris Kirk G Billy Horschel G Lee Hodges,,,,,,,,,,,,,,,,,,,
2620,5209755595,butter91,354,101.5,G Justin Thomas G Ben Griffin G Jordan Spieth G Keith Mitchell G Blades Brown G Rasmus Højgaard,,,,,,,,,,,,,,,,,,,
2620,5209216657,jschulkin,353,101.5,G Hideki Matsuyama G Justin Thomas G Alex Noren G Blades Brown G Sungjae Im G Alex Smalley,,,,,,,,,,,,,,,,,,,
2620,5207583204,Radtek83,352,101.5,G Hideki Matsuyama G Tom Kim G Alex Fitzpatrick G Blades Brown G Matt Wallace G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2620,5208946207,jimlebz,352,101.5,G Hideki Matsuyama G Tom Kim G Alex Fitzpatrick G Blades Brown G Matt Wallace G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2620,5208999965,MindyZ31,350,101.5,G Cameron Young G Ben Griffin G Aaron Rai G Davis Thompson G Patrick Fishburn G Mark Hubbard,,,,,,,,,,,,,,,,,,,
2620,5208909831,ffmedic104,348,101.5,G Jackson Koivun G Tom Kim G Blades Brown G Sungjae Im G Ben Kohles G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2620,5208484018,TheMightyDope,347,101.5,G Hideki Matsuyama G Ben Griffin G Alex Fitzpatrick G Blades Brown G Christiaan Bezuidenhout G J.T. Poston,,,,,,,,,,,,,,,,,,,
2620,5207932323,footzilla5,346,101.5,G Cameron Young G Justin Thomas G Keith Mitchell G Blades Brown G Ryo Hisatsune G Jackson Suber,,,,,,,,,,,,,,,,,,,
2620,5208667902,griese34,346,101.5,G Cameron Young G Hideki Matsuyama G Keith Mitchell G Matt Wallace G Ryo Hisatsune G Ricky Castillo,,,,,,,,,,,,,,,,,,,
2620,5209853519,maynoda,346,101.5,G Cameron Young G Tom Kim G Ben Griffin G Blades Brown G Ricky Castillo G Patrick Rodgers,,,,,,,,,,,,,,,,,,,
2620,5209648034,bleddy27,345,101.5,G Justin Thomas G Ryan Gerard G Michael Brennan G Blades Brown G Michael Kim G Zac Blair,,,,,,,,,,,,,,,,,,,
2620,5209793736,JTheo7,344,101.5,G Cameron Young G Ryan Gerard G Alex Noren G Ben Kohles G Bud Cauley G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2620,5209821113,zlogan91,343,101.5,G Jackson Koivun G Davis Thompson G Rasmus Neergaard-Petersen G Johnny Keefer G Steven Fisk G Andrew Putnam,,,,,,,,,,,,,,,,,,,
2620,5207937368,shawnking14,341,101.5,G Cameron Young G Ryan Gerard G Brian Harman G Ben Kohles G Michael Kim G Ricky Castillo,,,,,,,,,,,,,,,,,,,
2620,5209401522,Blueraider14,341,101.5,G Jackson Koivun G Hideki Matsuyama G Brooks Koepka G J.T. Poston G Michael Kim G Jackson Suber,,,,,,,,,,,,,,,,,,,
2620,5207690086,jwoloszyn,337,101.5,G Cameron Young G Hideki Matsuyama G Michael Brennan G Sepp Straka G Tony Finau G Kevin Roy,,,,,,,,,,,,,,,,,,,
2620,5208121265,Noleroller,336,101.5,G Cameron Young G Aaron Rai G Mac Meissner G Sungjae Im G Alex Smalley G Chris Kirk,,,,,,,,,,,,,,,,,,,
2638,5209421447,Adampatt151,358,101,G Cameron Young G Hideki Matsuyama G Blades Brown G Matt Wallace G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
2638,5209389769,belleame15,354,101,G Jackson Koivun G Tom Kim G Alex Fitzpatrick G Blades Brown G Emiliano Grillo G Davis Riley,,,,,,,,,,,,,,,,,,,
2638,5209479710,tscoblic,354,101,G Hideki Matsuyama G Justin Thomas G Brian Harman G Jordan Spieth G Alex Smalley G Michael Kim,,,,,,,,,,,,,,,,,,,
2638,5209551231,walmer12,354,101,G Hideki Matsuyama G Ryan Gerard G Michael Brennan G Blades Brown G Emiliano Grillo G Kevin Roy,,,,,,,,,,,,,,,,,,,
2638,5208694751,Carl2695,353,101,G Jackson Koivun G Tom Kim G Blades Brown G Ben Kohles G Chris Kirk G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
2638,5209065618,RodneyR2254,353,101,G Jackson Koivun G Aaron Rai G Davis Thompson G Blades Brown G Chris Kirk G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
2638,5209536004,dquigley20,353,101,G Cameron Young G Ben Griffin G Davis Thompson G Blades Brown G Ryo Hisatsune G Mackenzie Hughes,,,,,,,,,,,,,,,,,,,
2638,5208221014,StayOnTheGreen,352,101,G Cameron Young G Ben Griffin G Keith Mitchell G Blades Brown G Alex Smalley G Jackson Suber,,,,,,,,,,,,,,,,,,,
2638,5209600779,Jronz1,352,101,G Cameron Young G Jackson Koivun G Benjamin James G Michael Kim G Ryo Hisatsune G Rasmus Neergaard-Petersen,,,,,,,,,,,,,,,,,,,
2638,5209865539,TheWrongAlex,352,101,G Cameron Young G Ben Griffin G Keith Mitchell G Blades Brown G Alex Smalley G Ricky Castillo,,,,,,,,,,,,,,,,,,,
2638,5209576095,YerGirlsFantasy,351,101,G Cameron Young G Hideki Matsuyama G Jordan Spieth G Blades Brown G Sungjae Im G Brandt Snedeker,,,,,,,,,,,,,,,,,,,
2638,5208580293,zipper49,350,101,G Hideki Matsuyama G Tom Kim G Brian Harman G Blades Brown G Ben Kohles G Matt Wallace,,,,,,,,,,,,,,,,,,,
2638,5208029012,njdevilsfan1717,349,101,G Cameron Young G Ben Griffin G Blades Brown G Sungjae Im G Christiaan Bezuidenhout G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
2638,5208982692,bonehead9s,349,101,G Hideki Matsuyama G Ryan Gerard G Maverick McNealy G Michael Kim G Ryo Hisatsune G Ricky Castillo,,,,,,,,,,,,,,,,,,,
2638,5208998526,Jarena1,349,101,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Christiaan Bezuidenhout G Ryo Hisatsune G Stephan Jaeger,,,,,,,,,,,,,,,,,,,
2638,5209539024,msmit263,348,101,G Cameron Young G Jackson Koivun G Chris Kirk G Bud Cauley G Michael Kim G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
2638,5209543500,sunscape,348,101,G Jackson Koivun G Aaron Rai G Alex Fitzpatrick G Blades Brown G Emiliano Grillo G Jackson Suber,,,,,,,,,,,,,,,,,,,
2638,5209598682,clineberry67,348,101,G Jackson Koivun G Hideki Matsuyama G Rasmus Højgaard G Jordan L. Smith G Matt Wallace G Chris Kirk,,,,,,,,,,,,,,,,,,,
2638,5208233670,humaca80,345,101,G Jackson Koivun G Maverick McNealy G Brooks Koepka G Jordan Spieth G Johnny Keefer G Jackson Suber,,,,,,,,,,,,,,,,,,,
2638,5208433321,cbates9945,345,101,G Cameron Young G Hideki Matsuyama G Tom Kim G Blades Brown G Andrew Novak G Brian Campbell,,,,,,,,,,,,,,,,,,,
2638,5207581786,Patco76,341,101,G Cameron Young G Justin Thomas G Ryan Gerard G Zac Blair G Stephan Jaeger G William Mouw,,,,,,,,,,,,,,,,,,,
2638,5207897006,thebadbozz,341,101,G Hideki Matsuyama G Maverick McNealy G Harris English G Brian Harman G Christiaan Bezuidenhout G Michael Kim,,,,,,,,,,,,,,,,,,,
2638,5208066418,howz219,340,101,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G J.T. Poston G Jackson Suber,,,,,,,,,,,,,,,,,,,
2638,5207370217,freabyrd24,338,101,G Cameron Young G Aaron Rai G Michael Brennan G Blades Brown G Ben Kohles G Chandler Phillips,,,,,,,,,,,,,,,,,,,
2638,5209779690,Jbirdlk,337,101,G Cameron Young G Ben Griffin G Mac Meissner G Ben Kohles G J.T. Poston G Lucas Glover,,,,,,,,,,,,,,,,,,,
2638,5209717608,mannsg28,330,101,G Cameron Young G Jackson Koivun G Keegan Bradley G J.T. Poston G Matthew McCarty G Brian Campbell,,,,,,,,,,,,,,,,,,,
2664,5209547368,pkondrak,351,100.5,G Jackson Koivun G Ryan Gerard G Davis Thompson G Blades Brown G Chris Kirk G Davis Chatfield,,,,,,,,,,,,,,,,,,,
2664,5207402357,jchap84,349,100.5,G Cameron Young G Jackson Koivun G Alex Noren G Eric Cole G Billy Horschel G Nicolas Echavarria,,,,,,,,,,,,,,,,,,,
2664,5209413691,baroberts,349,100.5,G Tom Kim G Ben Griffin G Aaron Rai G Blades Brown G Ben Kohles G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2664,5209832412,suhstomp90,349,100.5,G Tom Kim G Ben Griffin G Aaron Rai G Blades Brown G Ben Kohles G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2664,5209180068,knickslife,347,100.5,G Cameron Young G Jackson Koivun G Davis Thompson G Blades Brown G Kris Ventura G Matt Kuchar,,,,,,,,,,,,,,,,,,,
2664,5207950595,deedubber,346,100.5,G Cameron Young G Jackson Koivun G Sungjae Im G Ryo Hisatsune G Emiliano Grillo G Jackson Suber,,,,,,,,,,,,,,,,,,,
2664,5208382580,bapster,346,100.5,G Hideki Matsuyama G Ryan Gerard G Keegan Bradley G Blades Brown G Ben Kohles G Kris Ventura,,,,,,,,,,,,,,,,,,,
2664,5209679896,joshbeck87,346,100.5,G Cameron Young G Hideki Matsuyama G Brian Harman G Ben Kohles G Michael Kim G Stephan Jaeger,,,,,,,,,,,,,,,,,,,
2664,5209525231,MD98pville,345,100.5,G Ryan Gerard G Ben Griffin G Aaron Rai G Sungjae Im G Ben Kohles G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2664,5207595640,lingp,344,100.5,G Cameron Young G Ben Griffin G Harris English G Alex Noren G Sepp Straka G Matti Schmid,,,,,,,,,,,,,,,,,,,
2664,5208410650,shucker3569,344,100.5,G Justin Thomas G Ben Griffin G Keegan Bradley G Jordan Spieth G Sepp Straka G Jackson Suber,,,,,,,,,,,,,,,,,,,
2664,5207216745,bctraylor24,343,100.5,G Jackson Koivun G Aaron Rai G Alex Fitzpatrick G Brian Harman G Sepp Straka G Matthew McCarty,,,,,,,,,,,,,,,,,,,
2664,5209409303,zroth2,343,100.5,G Cameron Young G Justin Thomas G Ben Griffin G Ryo Hisatsune G Kris Ventura G Andrew Putnam,,,,,,,,,,,,,,,,,,,
2664,5208922737,cwhat,342,100.5,G Cameron Young G Aaron Rai G Alex Fitzpatrick G Blades Brown G Ben Kohles G Joel Dahmen,,,,,,,,,,,,,,,,,,,
2664,5209866951,dane1995,342,100.5,G Jackson Koivun G Hideki Matsuyama G Brooks Koepka G Brian Harman G J.T. Poston G Davis Chatfield,,,,,,,,,,,,,,,,,,,
2664,5209520172,Stankhouse69,340,100.5,G Cameron Young G Jackson Koivun G Mac Meissner G Max Greyserman G Nicolas Echavarria G Matthew McCarty,,,,,,,,,,,,,,,,,,,
2664,5209740374,jbanek31,340,100.5,G Justin Thomas G Ben Griffin G Maverick McNealy G Matt Wallace G J.T. Poston G Michael Kim,,,,,,,,,,,,,,,,,,,
2664,5207605096,Pappy1234,334,100.5,G Cameron Young G Alex Fitzpatrick G Mac Meissner G J.T. Poston G Chris Kirk G Michael Kim,,,,,,,,,,,,,,,,,,,
2682,5209571760,wesbot59,359,100,G Hideki Matsuyama G Ben Griffin G Brian Harman G Keith Mitchell G Alex Smalley G Chris Kirk,,,,,,,,,,,,,,,,,,,
2682,5209037220,bigapplebagels,353,100,G Cameron Young G Jackson Koivun G Matt Wallace G Michael Kim G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
2682,5209731977,jc000000,351,100,G Hideki Matsuyama G Ryan Gerard G Ben Griffin G Ryo Hisatsune G Rasmus Neergaard-Petersen G Matthew McCarty,,,,,,,,,,,,,,,,,,,
2682,5208776776,hardpan22,350,100,G Hideki Matsuyama G Justin Thomas G Keith Mitchell G Alex Noren G Blades Brown G J.T. Poston,,,,,,,,,,,,,,,,,,,
2682,5209731810,mfzb311,349,100,G Ryan Gerard G Tom Kim G Ben Griffin G Alex Smalley G J.T. Poston G Chris Kirk,,,,,,,,,,,,,,,,,,,
2682,5207221772,sampson24,348,100,G Cameron Young G Jackson Koivun G Tom Kim G Matthew McCarty G Patrick Fishburn G Matt Kuchar,,,,,,,,,,,,,,,,,,,
2682,5207217824,derekbenabou,347,100,G Hideki Matsuyama G Justin Thomas G Ryan Gerard G Jordan Spieth G Andrew Novak G Thorbjørn Olesen,,,,,,,,,,,,,,,,,,,
2682,5207329439,milksak,346,100,G Cameron Young G Hideki Matsuyama G Keith Mitchell G Alex Noren G Zac Blair G Davis Riley,,,,,,,,,,,,,,,,,,,
2682,5209318941,lastairbender,346,100,G Jackson Koivun G Hideki Matsuyama G Alex Fitzpatrick G Blades Brown G J.T. Poston G Davis Chatfield,,,,,,,,,,,,,,,,,,,
2682,5207755280,shank-apotomus,345,100,G Cameron Young G Mac Meissner G Keith Mitchell G Blades Brown G Alex Smalley G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
2682,5209422717,TyroneTanesha,345,100,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Michael Kim G Zac Blair,,,,,,,,,,,,,,,,,,,
2682,5209751038,ChimpShot,345,100,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Michael Kim G Zac Blair,,,,,,,,,,,,,,,,,,,
2682,5209756523,Sharona1118,345,100,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Michael Kim G Zac Blair,,,,,,,,,,,,,,,,,,,
2682,5208290649,driv,344,100,G Jackson Koivun G Ryan Gerard G Alex Fitzpatrick G Mac Meissner G Ryo Hisatsune G Davis Chatfield,,,,,,,,,,,,,,,,,,,
2682,5207452716,ketchupstain,342,100,G Cameron Young G Justin Thomas G Harris English G Michael Kim G Emiliano Grillo G Nick Taylor,,,,,,,,,,,,,,,,,,,
2682,5209811237,amp2272,341,100,G Hideki Matsuyama G Maverick McNealy G Brooks Koepka G Brian Harman G J.T. Poston G Chris Kirk,,,,,,,,,,,,,,,,,,,
2682,5208746156,tharris05,339,100,G Cameron Young G Aaron Rai G Blades Brown G Sungjae Im G Ben Kohles G Michael Kim,,,,,,,,,,,,,,,,,,,
2682,5208616094,prosouth77,337,100,G Justin Thomas G Aaron Rai G Brooks Koepka G Brian Harman G Rasmus Højgaard G Matt Wallace,,,,,,,,,,,,,,,,,,,
2682,5209161605,winkler5432,335,100,G Cameron Young G Justin Thomas G Brooks Koepka G Ben Kohles G Pierceson Coody G Jesper Svensson,,,,,,,,,,,,,,,,,,,
2682,5209411364,radatat,335,100,G Cameron Young G Maverick McNealy G Harris English G Sungjae Im G Max Greyserman G Jason Day,,,,,,,,,,,,,,,,,,,
2682,5207827326,JRod326,334,100,G Cameron Young G Hideki Matsuyama G Aaron Rai G Matt Wallace G J.T. Poston G Davis Chatfield,,,,,,,,,,,,,,,,,,,
2703,5209546574,Bryan3320,356,99.5,G Jackson Koivun G Hideki Matsuyama G Brian Harman G Ben Kohles G Emiliano Grillo G Lucas Glover,,,,,,,,,,,,,,,,,,,
2703,5208975951,billybaroo32,354,99.5,G Justin Thomas G Ben Griffin G Brian Harman G Keith Mitchell G Blades Brown G Rasmus Højgaard,,,,,,,,,,,,,,,,,,,
2703,5209038414,raschara,354,99.5,G Ryan Gerard G Tom Kim G Aaron Rai G Keith Mitchell G Blades Brown G Zachary Bauchou,,,,,,,,,,,,,,,,,,,
2703,5208476759,ajbray212228,352,99.5,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Jordan Spieth G Blades Brown G Camilo Villegas,,,,,,,,,,,,,,,,,,,
2703,5209128246,bpisani13,352,99.5,G Ryan Gerard G Ben Griffin G Alex Fitzpatrick G Blades Brown G Ben Kohles G Michael Kim,,,,,,,,,,,,,,,,,,,
2703,5209137194,mderm,351,99.5,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Blades Brown G Michael Kim G Gordon Sargent,,,,,,,,,,,,,,,,,,,
2703,5207371272,Crickett198,349,99.5,G Cameron Young G Hideki Matsuyama G Blades Brown G Jordan L. Smith G Matt Wallace G Michael Kim,,,,,,,,,,,,,,,,,,,
2703,5208904065,mnorbs,349,99.5,G Cameron Young G Ryan Gerard G Aaron Rai G Blades Brown G Benjamin James G Hank Lebioda,,,,,,,,,,,,,,,,,,,
2703,5208187352,printer,347,99.5,G Cameron Young G Tom Kim G Blades Brown G Ben Kohles G Michael Kim G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2703,5208331755,HammaTyme2122,347,99.5,G Jackson Koivun G Hideki Matsuyama G Brian Harman G Ben Kohles G Michael Kim G Zac Blair,,,,,,,,,,,,,,,,,,,
2703,5208991813,powelly5,347,99.5,G Jackson Koivun G Ben Griffin G Alex Fitzpatrick G Blades Brown G Marco Penge G Billy Horschel,,,,,,,,,,,,,,,,,,,
2703,5209766231,oaklybenny12,347,99.5,G Hideki Matsuyama G Ben Griffin G Keegan Bradley G Blades Brown G J.T. Poston G Matthew McCarty,,,,,,,,,,,,,,,,,,,
2703,5207645478,Letsrock1966,346,99.5,G Cameron Young G Brooks Koepka G Keith Mitchell G Blades Brown G Sungjae Im G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2703,5208870684,deezerback,346,99.5,G Cameron Young G Jackson Koivun G Michael Brennan G Johnny Keefer G Zac Blair G David Skinns,,,,,,,,,,,,,,,,,,,
2703,5209624995,TommyG521,344,99.5,G Cameron Young G Alex Fitzpatrick G Mac Meissner G Blades Brown G Ben Kohles G Zachary Bauchou,,,,,,,,,,,,,,,,,,,
2703,5209413523,TheBreeze23,343,99.5,G Cameron Young G Michael Brennan G Alex Noren G Blades Brown G Ben Kohles G Rasmus Højgaard,,,,,,,,,,,,,,,,,,,
2703,5209772110,BHill1972,343,99.5,G Cameron Young G Ryan Gerard G Sungjae Im G Ben Kohles G Michael Kim G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2703,5207258544,morrissey2489,342,99.5,G Cameron Young G Ryan Gerard G Sungjae Im G Alex Smalley G Zac Blair G Nicolas Echavarria,,,,,,,,,,,,,,,,,,,
2703,5209518405,mehringb2,342,99.5,G Tom Kim G Ben Griffin G Aaron Rai G Brian Harman G J.T. Poston G Nick Taylor,,,,,,,,,,,,,,,,,,,
2703,5208298328,wheel1,340,99.5,G Jackson Koivun G Hideki Matsuyama G Sungjae Im G Ben Kohles G Matt Wallace G J.T. Poston,,,,,,,,,,,,,,,,,,,
2703,5209327124,TheWhiz13,340,99.5,G Cameron Young G Hideki Matsuyama G Aaron Rai G J.T. Poston G Chris Kirk G Brandt Snedeker,,,,,,,,,,,,,,,,,,,
2703,5209699951,BlazingIKON,340,99.5,G Cameron Young G Jackson Koivun G Blades Brown G Jordan L. Smith G Christiaan Bezuidenhout G Zecheng Dou,,,,,,,,,,,,,,,,,,,
2703,5209850538,lesterdog24,340,99.5,G Cameron Young G Justin Thomas G Michael Brennan G Blades Brown G Ricky Castillo G Davis Riley,,,,,,,,,,,,,,,,,,,
2703,5209013822,cwalk321,339,99.5,G Hideki Matsuyama G Justin Thomas G Keegan Bradley G Matt Wallace G J.T. Poston G Michael Kim,,,,,,,,,,,,,,,,,,,
2703,5209864873,walkdavis,339,99.5,G Jackson Koivun G Justin Thomas G Harris English G Marco Penge G Johnny Keefer G Billy Horschel,,,,,,,,,,,,,,,,,,,
2728,5207445445,TStrick1,364,99,G Jackson Koivun G Ryan Gerard G Keith Mitchell G Blades Brown G Chris Kirk G Benjamin James,,,,,,,,,,,,,,,,,,,
2728,5208887872,kennybass065,350,99,G Jackson Koivun G Tom Kim G Aaron Rai G Blades Brown G Bud Cauley G Chandler Blanchet,,,,,,,,,,,,,,,,,,,
2728,5209045485,NathanSchroeder1997,348,99,G Cameron Young G Ben Griffin G Blades Brown G Ben Kohles G Alex Smalley G Ricky Castillo,,,,,,,,,,,,,,,,,,,
2728,5209248691,reidhogan,348,99,G Cameron Young G Ryan Gerard G Blades Brown G Ben Kohles G Zac Blair G Lee Hodges,,,,,,,,,,,,,,,,,,,
2728,5209586956,darren123,348,99,G Cameron Young G Tom Kim G Brian Harman G Blades Brown G Ben Kohles G Joel Dahmen,,,,,,,,,,,,,,,,,,,
2728,5208547320,jwengert0518,347,99,G Ryan Gerard G Tom Kim G Ben Griffin G J.T. Poston G Michael Kim G Nick Taylor,,,,,,,,,,,,,,,,,,,
2728,5208033997,rikj68,344,99,G Cameron Young G Ben Griffin G Mac Meissner G Chris Kirk G Billy Horschel G Mark Hubbard,,,,,,,,,,,,,,,,,,,
2728,5208958235,bigbentheory,343,99,G Hideki Matsuyama G Justin Thomas G Aaron Rai G Chris Kirk G Ryo Hisatsune G Zac Blair,,,,,,,,,,,,,,,,,,,
2728,5209096134,johnsmcc,339,99,G Cameron Young G Brooks Koepka G Mac Meissner G Blades Brown G Ben Kohles G Michael Kim,,,,,,,,,,,,,,,,,,,
2728,5207271157,badbrian123,335,99,G Cameron Young G Jackson Koivun G Mac Meissner G Chris Kirk G Kevin Roy G Matthew McCarty,,,,,,,,,,,,,,,,,,,
2728,5209061332,stack13,334,99,G Cameron Young G Alex Fitzpatrick G Mac Meissner G Blades Brown G Christiaan Bezuidenhout G J.T. Poston,,,,,,,,,,,,,,,,,,,
2739,5207893471,Fitzou88,354,98.5,G Jackson Koivun G Hideki Matsuyama G Mac Meissner G Blades Brown G Ryo Hisatsune G Denny McCarthy,,,,,,,,,,,,,,,,,,,
2739,5208358311,duluthdeez,354,98.5,G Jackson Koivun G Hideki Matsuyama G Blades Brown G Ben Kohles G Christiaan Bezuidenhout G Eric Cole,,,,,,,,,,,,,,,,,,,
2739,5209116086,coachp17,354,98.5,G Jackson Koivun G Hideki Matsuyama G Blades Brown G Ben Kohles G Emiliano Grillo G Zac Blair,,,,,,,,,,,,,,,,,,,
2739,5208448769,rckon17,350,98.5,G Jackson Koivun G Hideki Matsuyama G Keith Mitchell G Blades Brown G Christiaan Bezuidenhout G Zac Blair,,,,,,,,,,,,,,,,,,,
2739,5208917369,GeorgeBMacKay,349,98.5,G Jackson Koivun G Hideki Matsuyama G Alex Fitzpatrick G Ryo Hisatsune G Nick Taylor G Ricky Castillo,,,,,,,,,,,,,,,,,,,
2739,5207467252,mitch714444,348,98.5,G Cameron Young G Jackson Koivun G Blades Brown G Ryo Hisatsune G Denny McCarthy G Jackson Suber,,,,,,,,,,,,,,,,,,,
2739,5208338240,ShipIt4,347,98.5,G Cameron Young G Brooks Koepka G Alex Noren G Blades Brown G Alex Smalley G Bud Cauley,,,,,,,,,,,,,,,,,,,
2739,5208894291,robbiefulton,347,98.5,G Cameron Young G Jackson Koivun G Hideki Matsuyama G Ben Kohles G Joe Highsmith G Jimmy Stanger,,,,,,,,,,,,,,,,,,,
2739,5209043959,TGUY,347,98.5,G Tom Kim G Ben Griffin G Harris English G Alex Noren G Blades Brown G Sungjae Im,,,,,,,,,,,,,,,,,,,
2739,5208539884,mfames18,346,98.5,G Hideki Matsuyama G Ryan Gerard G Mac Meissner G Blades Brown G Ben Kohles G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
2739,5208652875,440charger,346,98.5,G Hideki Matsuyama G Ryan Gerard G Aaron Rai G Ben Kohles G Chris Kirk G Michael Kim,,,,,,,,,,,,,,,,,,,
2739,5209278362,masterpick1973,343,98.5,G Cameron Young G Hideki Matsuyama G Ben Kohles G Christiaan Bezuidenhout G Chris Kirk G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2739,5208325798,DJillWilliam,342,98.5,G Ryan Gerard G Ben Griffin G Harris English G Mac Meissner G Sungjae Im G Max Greyserman,,,,,,,,,,,,,,,,,,,
2739,5208822704,muttcutts,342,98.5,G Jackson Koivun G Justin Thomas G Mac Meissner G Alex Smalley G Christiaan Bezuidenhout G Nicolas Echavarria,,,,,,,,,,,,,,,,,,,
2739,5209523752,KMaini12,342,98.5,G Jackson Koivun G Ben Griffin G Aaron Rai G Mac Meissner G Nicolas Echavarria G Matthew McCarty,,,,,,,,,,,,,,,,,,,
2739,5209530134,TheGame2169,342,98.5,G Cameron Young G Alex Fitzpatrick G Mac Meissner G Blades Brown G Ben Kohles G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
2739,5209071631,Sirrock22,335,98.5,G Cameron Young G Jackson Koivun G Sungjae Im G J.T. Poston G Michael Kim G Kris Ventura,,,,,,,,,,,,,,,,,,,
2739,5208091249,conted,334,98.5,G Cameron Young G Jackson Koivun G Mac Meissner G Christiaan Bezuidenhout G Ricky Castillo G Chandler Phillips,,,,,,,,,,,,,,,,,,,
2739,5209507472,zeke-24,334,98.5,G Cameron Young G Aaron Rai G Mac Meissner G Blades Brown G Ben Kohles G Zac Blair,,,,,,,,,,,,,,,,,,,
