ID,PLAYER 1,PLAYER 2,BET,SPORTSBOOK,PLAYER 1 ODDS,PLAYER 2 ODDS,PLAYER 1 DECIMAL,PLAYER 2 DECIMAL,PLAYER 1 VEGAS ODDS,PLAYER 2 VEGAS ODDS,PLAYER 1 AVERAGE ODDS,PLAYER 2 AVERAGE,PLAYER 1 POINTS TO WIN (925),PLAYER 2 PINTS TO WIN (925),,PLAYER 1 WIN %,PLAYER 2 WIN %,PROJECTED EDGE,PLAYER 1 EDGE,PLAYER 2 EDGE,SPORTSBOOK TAG,EDGE CALC,AVERAGE SPORTSBOOK TAG,EDGE,DIF,NINETOFIVE TAG,CORRELATED BETS,PROJECTED EDGE,SPORTSBOOK EDGE,BET TYPE,NINETOFIVE BET TAG,NINETOFIVE BET
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.4893510815,0.5106489185,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.4813895782,0.5186104218,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.5203045685,0.4796954315,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.5,0.5,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.5186104218,0.4813895782,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.5217391304,0.4782608696,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.4953841784,0.5046158216,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.5108342362,0.4891657638,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.5203045685,0.4796954315,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.4796954315,0.5203045685,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,UNIBET,0.00,0.00,,,,,0.5108342362,0.4891657638,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER -  
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5,0.5,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5,0.5,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5,0.5,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4891657638,0.5108342362,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5223665224,0.4776334776,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5031375502,0.4968624498,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5217391304,0.4782608696,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4782608696,0.5217391304,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4891657638,0.5108342362,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5108342362,0.4891657638,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4805479008,0.5194520992,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4891657638,0.5108342362,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4946245807,0.5053754193,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5193370166,0.4806629834,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5108342362,0.4891657638,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4782608696,0.5217391304,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4715025907,0.5284974093,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5219956855,0.4780043145,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4837800576,0.5162199424,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4858161777,0.5141838223,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5286532951,0.4713467049,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4763548371,0.5236451629,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4736842105,0.5263157895,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5101214575,0.4898785425,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4661016949,0.5338983051,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5253807107,0.4746192893,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5101214575,0.4898785425,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5263157895,0.4736842105,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4741468459,0.5258531541,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4741468459,0.5258531541,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5134353038,0.4865646962,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4730584718,0.5269415282,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4741468459,0.5258531541,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4773429454,0.5226570546,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4769230769,0.5230769231,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4773429454,0.5226570546,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5258531541,0.4741468459,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4939310568,0.5060689432,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5264701091,0.4735298909,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4724305249,0.5275694751,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5306122449,0.4693877551,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4979776735,0.5020223265,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4724305249,0.5275694751,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.527923601,0.472076399,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4898785425,0.5101214575,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.4731182796,0.5268817204,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,0.5223540888,0.4776459112,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
  - LOSER - , ,,  - VS - ,UNIBET,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER,  - WINNER - 
 - LOSER - ,,,,UNIBET,,,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,ROUND,WINNER, - WINNER - 
